,Unnamed: 0,Happiness Rank,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
1083,0,1,Finland,Western Europe,"7,821","1,892","1,258","0,775","0,736","0,534","0,109",2022
1084,1,2,Denmark,Western Europe,"7,636","1,953","1,243","0,777","0,719","0,532","0,188",2022
1085,2,3,Iceland,Western Europe,"7,557","1,936","1,320","0,803","0,718","0,191","0,270",2022
1086,3,4,Switzerland,Western Europe,"7,512","2,026","1,226","0,822","0,677","0,461","0,147",2022
1087,4,5,Netherlands,Western Europe,"7,415","1,945","1,206","0,787","0,651","0,419","0,271",2022
1088,5,6,Luxembourg*,-,"7,404","2,209","1,155","0,790","0,700","0,388","0,120",2022
1089,6,7,Sweden,Western Europe,"7,384","1,920","1,204","0,803","0,724","0,512","0,218",2022
1090,7,8,Norway,Western Europe,"7,365","1,997","1,239","0,786","0,728","0,474","0,217",2022
1091,8,9,Israel,Middle East and Northern Africa,"7,364","1,826","1,221","0,818","0,568","0,143","0,155",2022
1092,9,10,New Zealand,Australia and New Zealand,"7,200","1,852","1,235","0,752","0,680","0,483","0,245",2022
1093,10,11,Austria,Western Europe,"7,163","1,931","1,165","0,774","0,623","0,329","0,193",2022
1094,11,12,Australia,Australia and New Zealand,"7,162","1,900","1,203","0,772","0,676","0,341","0,258",2022
1095,12,13,Ireland,Western Europe,"7,041","2,129","1,166","0,779","0,627","0,408","0,190",2022
1096,13,14,Germany,Western Europe,"7,034","1,924","1,088","0,776","0,585","0,358","0,163",2022
1097,14,15,Canada,North America,"7,025","1,886","1,188","0,783","0,659","0,368","0,217",2022
1098,15,16,United States,North America,"6,977","1,982","1,182","0,628","0,574","0,177","0,220",2022
1099,16,17,United Kingdom,Western Europe,"6,943","1,867","1,143","0,750","0,597","0,329","0,289",2022
1100,17,18,Czechia,-,"6,920","1,815","1,260","0,715","0,660","0,048","0,158",2022
1101,18,19,Belgium,Western Europe,"6,805","1,907","1,106","0,764","0,492","0,204","0,049",2022
1102,19,20,France,Western Europe,"6,687","1,863","1,219","0,808","0,567","0,266","0,070",2022
1103,20,21,Bahrain,Middle East and Northern Africa,"6,647","1,854","1,029","0,625","0,693","0,155","0,199",2022
1104,21,22,Slovenia,Central and Eastern Europe,"6,630","1,810","1,249","0,769","0,685","0,115","0,118",2022
1105,22,23,Costa Rica,Latin America and Caribbean,"6,582","1,584","1,054","0,744","0,661","0,102","0,089",2022
1106,23,24,United Arab Emirates,Middle East and Northern Africa,"6,576","1,998","0,980","0,633","0,702","0,250","0,204",2022
1107,24,25,Saudi Arabia,Middle East and Northern Africa,"6,523","1,870","1,092","0,577","0,651","0,180","0,078",2022
1108,25,26,Taiwan Province of China,-,"6,512","1,897","1,095","0,733","0,542","0,168","0,075",2022
1109,26,27,Singapore,Southeastern Asia,"6,480","2,149","1,127","0,851","0,672","0,587","0,163",2022
1110,27,28,Romania,Central and Eastern Europe,"6,477","1,719","1,006","0,655","0,605","0,006","0,039",2022
1111,28,29,Spain,Western Europe,"6,476","1,808","1,211","0,808","0,505","0,149","0,101",2022
1112,29,30,Uruguay,Latin America and Caribbean,"6,474","1,615","1,180","0,672","0,665","0,265","0,103",2022
1113,30,31,Italy,Western Europe,"6,467","1,834","1,052","0,801","0,412","0,059","0,085",2022
1114,31,32,Kosovo,Central and Eastern Europe,"6,455","1,362","0,949","0,569","0,599","0,035","0,309",2022
1115,32,33,Malta,Western Europe,"6,447","1,838","1,169","0,789","0,679","0,166","0,174",2022
1116,33,34,Lithuania,Central and Eastern Europe,"6,446","1,804","1,204","0,659","0,496","0,077","0,053",2022
1117,34,35,Slovakia,Central and Eastern Europe,"6,391","1,736","1,232","0,707","0,479","0,025","0,118",2022
1118,35,36,Estonia,Central and Eastern Europe,"6,341","1,793","1,232","0,728","0,689","0,333","0,123",2022
1119,36,37,Panama,Latin America and Caribbean,"6,309","1,715","1,107","0,709","0,592","0,051","0,049",2022
1120,37,38,Brazil,Latin America and Caribbean,"6,293","1,462","1,044","0,615","0,546","0,134","0,131",2022
1121,38,39,Guatemala*,-,"6,262","1,274","0,831","0,522","0,662","0,115","0,112",2022
1122,39,40,Kazakhstan,Central and Eastern Europe,"6,234","1,668","1,220","0,611","0,584","0,157","0,134",2022
1123,40,41,Cyprus,Western Europe,"6,221","1,815","0,909","0,819","0,448","0,062","0,123",2022
1124,41,42,Latvia,Central and Eastern Europe,"6,180","1,732","1,221","0,637","0,502","0,090","0,075",2022
1125,42,43,Serbia,Central and Eastern Europe,"6,178","1,550","1,086","0,658","0,546","0,088","0,219",2022
1126,43,44,Chile,Latin America and Caribbean,"6,172","1,651","1,080","0,748","0,460","0,069","0,124",2022
1127,44,45,Nicaragua,Latin America and Caribbean,"6,165","1,105","1,029","0,617","0,617","0,212","0,168",2022
1128,45,46,Mexico,Latin America and Caribbean,"6,128","1,552","0,886","0,623","0,621","0,115","0,092",2022
1129,46,47,Croatia,Central and Eastern Europe,"6,125","1,705","1,183","0,709","0,535","0,000","0,109",2022
1130,47,48,Poland,Central and Eastern Europe,"6,123","1,758","1,174","0,712","0,523","0,140","0,124",2022
1131,48,49,El Salvador,Latin America and Caribbean,"6,120","1,265","0,768","0,607","0,666","0,212","0,089",2022
1132,49,50,Kuwait*,-,"6,106","1,904","0,983","0,747","0,617","0,147","0,087",2022
1133,50,51,Hungary,Central and Eastern Europe,"6,086","1,748","1,233","0,668","0,485","0,064","0,078",2022
1134,51,52,Mauritius,Sub-Saharan Africa,"6,071","1,591","1,116","0,568","0,589","0,107","0,131",2022
1135,52,53,Uzbekistan,Central and Eastern Europe,"6,063","1,219","1,092","0,600","0,716","0,240","0,283",2022
1136,53,54,Japan,Eastern Asia,"6,039","1,835","1,089","0,866","0,537","0,218","0,007",2022
1137,54,55,Honduras,Latin America and Caribbean,"6,022","1,111","0,885","0,555","0,582","0,076","0,202",2022
1138,55,56,Portugal,Western Europe,"6,016","1,760","1,078","0,777","0,655","0,039","0,016",2022
1139,56,57,Argentina,Latin America and Caribbean,"5,967","1,592","1,102","0,662","0,555","0,085","0,081",2022
1140,57,58,Greece,Western Europe,"5,948","1,703","0,980","0,774","0,249","0,108","0,015",2022
1141,58,59,South Korea,Eastern Asia,"5,935","1,851","0,886","0,841","0,414","0,176","0,111",2022
1142,59,60,Philippines,Southeastern Asia,"5,904","1,268","0,912","0,514","0,678","0,142","0,107",2022
1143,60,61,Thailand,Southeastern Asia,"5,891","1,535","1,096","0,697","0,617","0,026","0,321",2022
1144,61,62,Moldova,Central and Eastern Europe,"5,857","1,417","1,008","0,597","0,561","0,028","0,102",2022
1145,62,63,Jamaica,Latin America and Caribbean,"5,850","1,296","1,045","0,646","0,567","0,053","0,080",2022
1146,63,64,Kyrgyzstan,Central and Eastern Europe,"5,828","1,069","1,109","0,638","0,693","0,025","0,208",2022
1147,64,65,Belarus*,-,"5,821","1,562","1,157","0,629","0,342","0,282","0,040",2022
1148,65,66,Colombia,Latin America and Caribbean,"5,781","1,452","0,929","0,720","0,545","0,077","0,087",2022
1149,66,67,Bosnia and Herzegovina,Central and Eastern Europe,"5,768","1,468","1,068","0,665","0,448","0,006","0,244",2022
1150,67,68,Mongolia,Eastern Asia,"5,761","1,393","1,197","0,467","0,398","0,059","0,247",2022
1151,68,69,Dominican Republic,Latin America and Caribbean,"5,737","1,538","1,003","0,577","0,606","0,179","0,084",2022
1152,69,70,Malaysia,Southeastern Asia,"5,711","1,689","0,938","0,620","0,654","0,126","0,213",2022
1153,70,71,Bolivia,Latin America and Caribbean,"5,600","1,256","0,880","0,555","0,627","0,064","0,112",2022
1154,71,72,China,Eastern Asia,"5,585","1,508","0,958","0,705","0,656","0,142","0,099",2022
1155,72,73,Paraguay,Latin America and Caribbean,"5,578","1,409","1,130","0,624","0,629","0,059","0,171",2022
1156,73,74,Peru,Latin America and Caribbean,"5,559","1,397","0,865","0,735","0,545","0,037","0,090",2022
1157,74,75,Montenegro,Central and Eastern Europe,"5,547","1,573","1,023","0,659","0,460","0,077","0,135",2022
1158,75,76,Ecuador,Latin America and Caribbean,"5,533","1,352","0,879","0,708","0,565","0,083","0,080",2022
1159,76,77,Vietnam,Southeastern Asia,"5,485","1,252","0,932","0,611","0,707","0,105","0,143",2022
1160,77,78,Turkmenistan*,-,"5,474","1,484","1,319","0,516","0,649","0,032","0,314",2022
1161,78,79,North Cyprus*,-,"5,467","1,815","0,888","0,819","0,523","0,213","0,130",2022
1162,79,80,Russia,Central and Eastern Europe,"5,459","1,685","1,095","0,586","0,401","0,080","0,117",2022
1163,80,81,Hong Kong S.A.R. of China,-,"5,425","1,957","0,954","0,942","0,400","0,383","0,147",2022
1164,81,82,Armenia,Central and Eastern Europe,"5,399","1,434","0,820","0,668","0,558","0,210","0,054",2022
1165,82,83,Tajikistan,Central and Eastern Europe,"5,377","0,966","1,005","0,518","0,572","0,304","0,118",2022
1166,83,84,Nepal,Southern Asia,"5,377","0,984","0,784","0,499","0,519","0,130","0,237",2022
1167,84,85,Bulgaria,Central and Eastern Europe,"5,371","1,625","1,163","0,640","0,563","0,021","0,123",2022
1168,85,86,Libya*,-,"5,330","1,476","0,943","0,606","0,477","0,179","0,106",2022
1169,86,87,Indonesia,Southeastern Asia,"5,240","1,382","0,883","0,539","0,620","0,047","0,468",2022
1170,87,88,Ivory Coast,Sub-Saharan Africa,"5,235","1,094","0,442","0,322","0,451","0,124","0,149",2022
1171,88,89,North Macedonia,-,"5,199","1,505","0,863","0,637","0,488","0,031","0,215",2022
1172,89,90,Albania,Central and Eastern Europe,"5,199","1,439","0,646","0,719","0,511","0,028","0,138",2022
1173,90,91,South Africa,Sub-Saharan Africa,"5,194","1,425","1,088","0,361","0,442","0,046","0,089",2022
1174,91,92,Azerbaijan*,-,"5,173","1,458","1,093","0,560","0,601","0,341","0,023",2022
1175,92,93,Gambia*,-,"5,164","0,785","0,621","0,369","0,367","0,103","0,388",2022
1176,93,94,Bangladesh,Southern Asia,"5,155","1,060","0,614","0,581","0,622","0,187","0,125",2022
1177,94,95,Laos,Southeastern Asia,"5,140","1,239","0,654","0,479","0,679","0,184","0,197",2022
1178,95,96,Algeria,Middle East and Northern Africa,"5,122","1,363","0,970","0,643","0,146","0,150","0,106",2022
1179,96,97,Liberia*,-,"5,122","0,636","0,670","0,309","0,405","0,080","0,178",2022
1180,97,98,Ukraine,Central and Eastern Europe,"5,084","1,411","1,081","0,583","0,473","0,017","0,188",2022
1181,98,99,Congo,-,"5,075","0,950","0,405","0,355","0,431","0,146","0,130",2022
1182,99,100,Morocco,Middle East and Northern Africa,"5,060","1,208","0,268","0,565","0,492","0,102","0,020",2022
1183,100,101,Mozambique,Sub-Saharan Africa,"5,048","0,578","0,660","0,191","0,593","0,200","0,185",2022
1184,101,102,Cameroon,Sub-Saharan Africa,"5,048","0,968","0,672","0,317","0,397","0,074","0,152",2022
1185,102,103,Senegal,Sub-Saharan Africa,"5,046","0,933","0,530","0,447","0,494","0,081","0,143",2022
1186,103,104,Niger*,-,"5,003","0,570","0,560","0,326","0,571","0,145","0,165",2022
1187,104,105,Georgia,Central and Eastern Europe,"4,973","1,467","0,612","0,595","0,508","0,208","0,000",2022
1188,105,106,Gabon,Sub-Saharan Africa,"4,958","1,459","0,738","0,396","0,343","0,099","0,032",2022
1189,106,107,Iraq,Middle East and Northern Africa,"4,941","1,289","0,682","0,554","0,328","0,046","0,147",2022
1190,107,108,Venezuela,Latin America and Caribbean,"4,925","0,000","0,968","0,578","0,283","0,082","0,225",2022
1191,108,109,Guinea,Sub-Saharan Africa,"4,891","0,848","0,566","0,275","0,334","0,116","0,214",2022
1192,109,110,Iran,Middle East and Northern Africa,"4,888","1,410","0,741","0,642","0,281","0,146","0,241",2022
1193,110,111,Ghana,Sub-Saharan Africa,"4,872","1,112","0,595","0,409","0,500","0,056","0,230",2022
1194,111,112,Turkey,Middle East and Northern Africa,"4,744","1,707","0,865","0,702","0,209","0,115","0,087",2022
1195,112,113,Burkina Faso,Sub-Saharan Africa,"4,670","0,779","0,565","0,320","0,382","0,126","0,186",2022
1196,113,114,Cambodia,Southeastern Asia,"4,640","1,019","0,732","0,505","0,740","0,068","0,166",2022
1197,114,115,Benin,Sub-Saharan Africa,"4,623","0,932","0,064","0,335","0,479","0,230","0,127",2022
1198,115,116,Comoros*,-,"4,609","0,899","0,476","0,424","0,185","0,125","0,195",2022
1199,116,117,Uganda,Sub-Saharan Africa,"4,603","0,777","0,875","0,418","0,402","0,066","0,222",2022
1200,117,118,Nigeria,Sub-Saharan Africa,"4,552","1,079","0,732","0,300","0,444","0,038","0,175",2022
1201,118,119,Kenya,Sub-Saharan Africa,"4,543","1,032","0,605","0,401","0,440","0,082","0,322",2022
1202,119,120,Tunisia,Middle East and Northern Africa,"4,516","1,350","0,596","0,656","0,316","0,029","0,029",2022
1203,120,121,Pakistan,Southern Asia,"4,516","1,049","0,413","0,374","0,448","0,112","0,181",2022
1204,121,122,Palestinian Territories*,-,"4,483","1,148","0,957","0,521","0,336","0,079","0,073",2022
1205,122,123,Mali,Sub-Saharan Africa,"4,479","0,792","0,483","0,311","0,350","0,042","0,128",2022
1206,123,124,Namibia,-,"4,459","1,292","0,877","0,354","0,384","0,071","0,067",2022
1207,124,125,"Eswatini, Kingdom of*",-,"4,396","1,274","0,786","0,197","0,259","0,154","0,038",2022
1208,125,126,Myanmar,Southeastern Asia,"4,394","1,038","0,829","0,491","0,513","0,194","0,452",2022
1209,126,127,Sri Lanka,Southern Asia,"4,362","1,415","0,934","0,660","0,529","0,079","0,150",2022
1210,127,128,Madagascar*,-,"4,339","0,670","0,645","0,378","0,202","0,154","0,143",2022
1211,128,129,Egypt,Middle East and Northern Africa,"4,288","1,388","0,732","0,548","0,469","0,254","0,041",2022
